mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence
P08685,P08685|Ne6.1|Profundiconus neocaledonicus|Wild type|conotoxin|||VI/VII|nucleic acid level,Profundiconus neocaledonicus,Wild type,conotoxin,,,VI/VII,nucleic acid level
P08686,P08686|GeXIVA[bead]|Conus generalis|Wild type|conotoxin|O1 superfamily||XIV|protein level,Conus generalis,Wild type,conotoxin,O1 superfamily,,XIV,protein level
P08687,P08687|GeXIVA[globular]|Conus generalis|Wild type|conotoxin|O1 superfamily||XIV|protein level,Conus generalis,Wild type,conotoxin,O1 superfamily,,XIV,protein level
P08699,P08699|Conorfamide-Sr3|Conus spurius|Wild type|conorfamide||||protein level,Conus spurius,Wild type,conorfamide,,,,protein level
P08700,P08700|Conorfamide-As1a|Conus austini|Wild type|conorfamide||||protein level,Conus austini,Wild type,conorfamide,,,,protein level
P08701,P08701|Conorfamide-As2a|Conus austini|Wild type|conorfamide||||protein level,Conus austini,Wild type,conorfamide,,,,protein level
P08702,P08702|Conorfamide deamidated-As1b|Conus austini|Wild type|conorfamide||||protein level,Conus austini,Wild type,conorfamide,,,,protein level
P08703,P08703|Conorfamide deamidated-As2b|Conus austini|Wild type|conorfamide||||protein level,Conus austini,Wild type,conorfamide,,,,protein level
P08721,P08721|Im001 precursor (partial)|Conus imperialis|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus imperialis,Precursor,conotoxin,A superfamily,,,nucleic acid level
P08722,P08722|Im002 precursor (partial)|Conus imperialis|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus imperialis,Precursor,conotoxin,A superfamily,,,nucleic acid level
P08723,P08723|Im1.1 precursor|Conus imperialis|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus imperialis,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08724,P08724|Im1.1|Conus imperialis|Wild type|conotoxin|A superfamily||I|protein level,Conus imperialis,Wild type,conotoxin,A superfamily,,I,protein level
P08725,P08725|Im28.1 precursor|Conus imperialis|Precursor|conotoxin|D superfamily||XXVIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,D superfamily,,XXVIII,nucleic acid level
P08726,P08726|Im28.1|Conus imperialis|Wild type|conotoxin|D superfamily||XXVIII|protein level,Conus imperialis,Wild type,conotoxin,D superfamily,,XXVIII,protein level
P08727,P08727|Im22.1 precursor|Conus imperialis|Precursor|conotoxin|E superfamily||XXII|nucleic acid level,Conus imperialis,Precursor,conotoxin,E superfamily,,XXII,nucleic acid level
P08728,P08728|Im22.1|Conus imperialis|Wild type|conotoxin|E superfamily||XXII|protein level,Conus imperialis,Wild type,conotoxin,E superfamily,,XXII,protein level
P08729,P08729|Im11.8 precursor|Conus imperialis|Precursor|conotoxin|I1 superfamily||XI|nucleic acid level,Conus imperialis,Precursor,conotoxin,I1 superfamily,,XI,nucleic acid level
P08730,P08730|Im11.8|Conus imperialis|Wild type|conotoxin|I1 superfamily||XI|protein level,Conus imperialis,Wild type,conotoxin,I1 superfamily,,XI,protein level
P08731,P08731|Im11.9 precursor|Conus imperialis|Precursor|conotoxin|I2 superfamily||XI|nucleic acid level,Conus imperialis,Precursor,conotoxin,I2 superfamily,,XI,nucleic acid level
P08732,P08732|Im11.9|Conus imperialis|Wild type|conotoxin|I2 superfamily||XI|protein level,Conus imperialis,Wild type,conotoxin,I2 superfamily,,XI,protein level
P08733,P08733|Im11.11 precursor|Conus imperialis|Precursor|conotoxin|I2 superfamily||XI|nucleic acid level,Conus imperialis,Precursor,conotoxin,I2 superfamily,,XI,nucleic acid level
P08734,P08734|Im11.11|Conus imperialis|Wild type|conotoxin|I2 superfamily||XI|protein level,Conus imperialis,Wild type,conotoxin,I2 superfamily,,XI,protein level
P08735,P08735|Im23.4 precursor|Conus imperialis|Precursor|conotoxin|K superfamily||XXIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,K superfamily,,XXIII,nucleic acid level
P08736,P08736|Im23.4|Conus imperialis|Wild type|conotoxin|K superfamily||XXIII|protein level,Conus imperialis,Wild type,conotoxin,K superfamily,,XXIII,protein level
P08737,P08737|Im3.1 precursor|Conus imperialis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus imperialis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08738,P08738|Im3.1|Conus imperialis|Wild type|conotoxin|M superfamily||III|protein level,Conus imperialis,Wild type,conotoxin,M superfamily,,III,protein level
P08739,P08739|Im3.2 precursor|Conus imperialis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus imperialis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08740,P08740|Im3.2|Conus imperialis|Wild type|conotoxin|M superfamily||III|protein level,Conus imperialis,Wild type,conotoxin,M superfamily,,III,protein level
P08741,P08741|Im3.3 precursor|Conus imperialis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus imperialis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08742,P08742|Im3.3|Conus imperialis|Wild type|conotoxin|M superfamily||III|protein level,Conus imperialis,Wild type,conotoxin,M superfamily,,III,protein level
P08743,P08743|Im9.1 precursor|Conus imperialis|Precursor|conotoxin|M superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,M superfamily,,IX,nucleic acid level
P08744,P08744|Im9.1|Conus imperialis|Wild type|conotoxin|M superfamily||IX|protein level,Conus imperialis,Wild type,conotoxin,M superfamily,,IX,protein level
P08745,P08745|Im016 precursor|Conus imperialis|Precursor|conotoxin|N superfamily|||nucleic acid level,Conus imperialis,Precursor,conotoxin,N superfamily,,,nucleic acid level
P08746,P08746|Im016|Conus imperialis|Wild type|conotoxin|N superfamily|||protein level,Conus imperialis,Wild type,conotoxin,N superfamily,,,protein level
P08748,P08748|Im6.2 precursor|Conus imperialis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus imperialis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08749,P08749|Im6.9 precursor|Conus imperialis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus imperialis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08750,P08750|Im6.9|Conus imperialis|Wild type|conotoxin|O2 superfamily||VI/VII|protein level,Conus imperialis,Wild type,conotoxin,O2 superfamily,,VI/VII,protein level
P08751,P08751|Im9.2 precursor|Conus imperialis|Precursor|conotoxin|P superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,P superfamily,,IX,nucleic acid level
P08752,P08752|Im9.2|Conus imperialis|Wild type|conotoxin|P superfamily||IX|protein level,Conus imperialis,Wild type,conotoxin,P superfamily,,IX,protein level
P08753,P08753|Im9.3 precursor|Conus imperialis|Precursor|conotoxin|P superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,P superfamily,,IX,nucleic acid level
P08754,P08754|Im9.3|Conus imperialis|Wild type|conotoxin|P superfamily||IX|protein level,Conus imperialis,Wild type,conotoxin,P superfamily,,IX,protein level
P08755,P08755|Im9.4 precursor|Conus imperialis|Precursor|conotoxin|P superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,P superfamily,,IX,nucleic acid level
P08756,P08756|Im9.4|Conus imperialis|Wild type|conotoxin|P superfamily||IX|protein level,Conus imperialis,Wild type,conotoxin,P superfamily,,IX,protein level
P08757,P08757|Im5.11b precursor|Conus imperialis|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus imperialis,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P08758,P08758|Im5.11b|Conus imperialis|Wild type|conotoxin|T superfamily||V|protein level,Conus imperialis,Wild type,conotoxin,T superfamily,,V,protein level
P08759,P08759|Im14.2 precursor|Conus imperialis|Precursor|conotoxin|||XIV|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XIV,nucleic acid level
P08760,P08760|Im14.2|Conus imperialis|Wild type|conotoxin|||XIV|protein level,Conus imperialis,Wild type,conotoxin,,,XIV,protein level
P08761,P08761|Im026 precursor|Conus imperialis|Precursor|conotoxin||||nucleic acid level,Conus imperialis,Precursor,conotoxin,,,,nucleic acid level
P08762,P08762|Im026|Conus imperialis|Wild type|conotoxin||||protein level,Conus imperialis,Wild type,conotoxin,,,,protein level
P08763,P08763|Im20.1 precursor|Conus imperialis|Precursor|conotoxin|||XX|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XX,nucleic acid level
P08764,P08764|Im20.1|Conus imperialis|Wild type|conotoxin|||XX|protein level,Conus imperialis,Wild type,conotoxin,,,XX,protein level
P08765,P08765|Im23.5 precursor|Conus imperialis|Precursor|conotoxin|||XXIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XXIII,nucleic acid level
P08766,P08766|Im23.5|Conus imperialis|Wild type|conotoxin|||XXIII|protein level,Conus imperialis,Wild type,conotoxin,,,XXIII,protein level
P08767,P08767|Im6.10 precursor|Conus imperialis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P08768,P08768|Im6.10|Conus imperialis|Wild type|conotoxin|||VI/VII|protein level,Conus imperialis,Wild type,conotoxin,,,VI/VII,protein level
P08770,P08770|Im8.1 precursor|Conus imperialis|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
P08771,P08771|Im8.1|Conus imperialis|Wild type|conotoxin|S superfamily||VIII|protein level,Conus imperialis,Wild type,conotoxin,S superfamily,,VIII,protein level
P08772,P08772|Im14.3 precursor|Conus imperialis|Precursor|conotoxin|||XIV|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XIV,nucleic acid level
P08773,P08773|Im14.3|Conus imperialis|Wild type|conotoxin|||XIV|protein level,Conus imperialis,Wild type,conotoxin,,,XIV,protein level
P08775,P08775|Contryphan-Fic|Conus figulinus|Wild type|contryphan||||protein level,Conus figulinus,Wild type,contryphan,,,,protein level
P08776,P08776|Contryphan-Be|Conus betulinus|Wild type|contryphan||||protein level,Conus betulinus,Wild type,contryphan,,,,protein level
P08777,P08777|Contryphan-Fi|Conus figulinus|Wild type|contryphan||||protein level,Conus figulinus,Wild type,contryphan,,,,protein level
P08781,P08781|Asi14.1|Conus asiaticus|Wild type|conotoxin|||XIV|protein level,Conus asiaticus,Wild type,conotoxin,,,XIV,protein level
P08782,P08782|Asi3.1|Conus asiaticus|Wild type|conotoxin|||III|protein level,Conus asiaticus,Wild type,conotoxin,,,III,protein level
P08783,P08783|Lo6.2|Conus longurionis|Wild type|conotoxin|||VI/VII|protein level,Conus longurionis,Wild type,conotoxin,,,VI/VII,protein level
P08784,P08784|Lo6.1|Conus longurionis|Wild type|conotoxin|||VI/VII|protein level,Conus longurionis,Wild type,conotoxin,,,VI/VII,protein level
P08822,P08822|Con-ins T1 B chain|Conus tulipa|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08823,P08823|Con-ins T1 A chain|Conus tulipa|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08824,P08824|Con-ins T4 A chain|Conus tulipa|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08827,P08827|Con-ins T3 B chain|Conus tulipa|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08828,P08828|Con-ins T3 A chain|Conus tulipa|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08829,P08829|Con-ins Tx1 B chain|Conus textile|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus textile,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08830,P08830|Con-ins Tx1 A chain|Conus textile|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus textile,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08831,P08831|Con-ins Mr1 B chain|Conus marmoreus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus marmoreus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08832,P08832|Con-ins Mr1 A chain|Conus marmoreus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus marmoreus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08833,P08833|Con-ins Im2 B chain|Conus imperialis|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus imperialis,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08834,P08834|Con-ins Im2 A chain|Conus imperialis|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus imperialis,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08835,P08835|Con-ins Im1 B chain|Conus imperialis|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus imperialis,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08836,P08836|Con-ins Im1 A chain|Conus imperialis|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus imperialis,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08837,P08837|Con-ins Q1 B chain|Conus quercinus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus quercinus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08838,P08838|Con-ins Q1 A chain|Conus quercinus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus quercinus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08839,P08839|Con-ins F1 B chain|Conus floridulus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08840,P08840|Con-ins F1 A chain|Conus floridulus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08841,P08841|Con-ins Me1 B chain|Conus memiae|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus memiae,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08842,P08842|Con-ins Me1 A chain|Conus memiae|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus memiae,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08843,P08843|Con-ins F2 B chain|Conus floridulus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08844,P08844|Con-ins F2 A chain|Conus floridulus|Wild type|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Wild type,coninsulin,Insulin superfamily,,,nucleic acid level
P08845,P08845|Conorphin-T[globular]|Conus textile|Wild type|conorphin|T superfamily||V|protein level,Conus textile,Wild type,conorphin,T superfamily,,V,protein level
P08846,P08846|Conorphin-T[bead]|Conus textile|Wild type|conorphin|T superfamily||V|protein level,Conus textile,Wild type,conorphin,T superfamily,,V,protein level
P08870,P08870|Eb6.23 |Conus ebraeus|Wild type|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus ebraeus,Wild type,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08892,P08892|MIIIJ|Conus magus|Wild type|conotoxin|||III|protein level,Conus magus,Wild type,conotoxin,,,III,protein level
P08893,P08893|Czon1107|Conus zonatus|Wild type|conotoxin||||protein level,Conus zonatus,Wild type,conotoxin,,,,protein level
P08902,P08902|Conopressin-Ml1|Conus miliaris|Wild type|conopressin||||nucleic acid level,Conus miliaris,Wild type,conopressin,,,,nucleic acid level
P08904,P08904|Conopressin-Ml2|Conus miliaris|Wild type|conopressin||||nucleic acid level,Conus miliaris,Wild type,conopressin,,,,nucleic acid level
P08909,P08909|conomarphin-Ac1|Conus achatinus|Wild type|conomarphin|M superfamily|||protein level,Conus achatinus,Wild type,conomarphin,M superfamily,,,protein level
P08910,P08910|conomarphin-Ac1[O6P]|Conus achatinus|Wild type|conomarphin|M superfamily|||protein level,Conus achatinus,Wild type,conomarphin,M superfamily,,,protein level
P08929,P08929|conophysin-conopressin-M1 precursor|Conus monile|Precursor|unclassified||||nucleic acid level,Conus monile,Precursor,unclassified,,,,nucleic acid level
P08930,P08930|conophysin-M|Conus monile|Wild type|conophysin||||protein level,Conus monile,Wild type,conophysin,,,,protein level
P08932,P08932|conophysin-conopressin Mi precursor|Conus miles|Precursor|unclassified||||nucleic acid level,Conus miles,Precursor,unclassified,,,,nucleic acid level
P08933,P08933|conophysin-conopressin Lo2 precursor|Conus loroisii|Precursor|unclassified||||nucleic acid level,Conus loroisii,Precursor,unclassified,,,,nucleic acid level
P08934,P08934|conophysin-conopressin Lo1 precursor|Conus loroisii|Precursor|unclassified||||nucleic acid level,Conus loroisii,Precursor,unclassified,,,,nucleic acid level
P08935,P08935|conophysin-conopressin Li2 precursor|Conus lividus|Precursor|unclassified||||nucleic acid level,Conus lividus,Precursor,unclassified,,,,nucleic acid level
P08936,P08936|conophysin-conopressin Li1 precursor|Conus lividus|Precursor|unclassified||||nucleic acid level,Conus lividus,Precursor,unclassified,,,,nucleic acid level
P08937,P08937|conophysin-conopressin Fr precursor|Conus frigidus|Precursor|unclassified||||nucleic acid level,Conus frigidus,Precursor,unclassified,,,,nucleic acid level
P08938,P08938|conophysin-conopressin Eb precursor|Conus ebraeus|Precursor|unclassified||||nucleic acid level,Conus ebraeus,Precursor,unclassified,,,,nucleic acid level
P08939,P08939|conophysin-conopressin Ar precursor|Conus araneosus|Precursor|unclassified||||nucleic acid level,Conus araneosus,Precursor,unclassified,,,,nucleic acid level
P08940,P08940|conopressin-M|Conus monile|Wild type|conopressin||||protein level,Conus monile,Wild type,conopressin,,,,protein level
P08941,P08941|GVIIIB|Conus geographus|Wild type|conotoxin|S superfamily||VIII|protein level,Conus geographus,Wild type,conotoxin,S superfamily,,VIII,protein level
P08942,P08942|GVIIIB precursor|Conus geographus|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus geographus,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
P08951,P08951|conopressin-G|Conus loroisii|Wild type|conopressin||||protein level,Conus loroisii,Wild type,conopressin,,,,protein level
P08952,P08952|conopressin-G|Conus lividus|Wild type|conopressin||||protein level,Conus lividus,Wild type,conopressin,,,,protein level
