mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,cystein_framework,pharmacological_family,evidence
P10172,P10172|S3D01 precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10174,P10174|LtIIIA precursor|Conus litteratus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus litteratus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10176,P10176|M3-G01 precursor|Conus magus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus magus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10178,P10178|Ca3-G01 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10185,P10185|Lv3-HYQ01 precursor|Conus lividus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus lividus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10186,P10186|Ca3-HYQ01 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10187,P10187|Qc3.7 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10189,P10189|Ec3-HGS01 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10191,P10191|Da3-EP01 precursor|Conus dalli|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus dalli,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10198,P10198|Mi3-IP01 precursor|Conus miles|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10199,P10199|Vr3IP01 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10203,P10203|Vt3-VP01 precursor|Conus vitulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vitulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10204,P10204|Bt3-VP01 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10207,P10207|Mi3-MGK01 precursor|Conus miles|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10208,P10208|Co3-MGK01 precursor|Conus coronatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus coronatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10210,P10210|Ec3-VP01 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10211,P10211|TsMMSK-021 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10215,P10215|Cp3-TP06 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10216,P10216|Rt3-TP06 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10217,P10217|Vt3-TP06 precursor|Conus vitulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vitulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10220,P10220|Rt3-MGK01 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10221,P10221|Vr3-MGK01 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10222,P10222|Co3-MGK01 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10223,P10223|Mi3-MGK01 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10228,P10228|Vr3-VP03 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10229,P10229|Cp3-VP03 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10230,P10230|Rt3-VP03 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10231,P10231|S3-VP03 precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10232,P10232|BeTXIb precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10239,P10239|Rt3-IP06 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10240,P10240|Bt3-IP06 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10241,P10241|Eb3-IP06 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10242,P10242|Vt3-IP06 precursor|Conus vitulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vitulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10243,P10243|S3-IP06 precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10244,P10244|Vr3-IP06 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10247,P10247|Ca3-MGK01 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10248,P10248|Ec3-MGK01 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10249,P10249|Mi3-MGK01 precursor|Conus miles|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10250,P10250|Rt3-MGK01 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10251,P10251|Vr3-MGK01 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10252,P10252|Co3-MGK01 precursor|Conus coronatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus coronatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10254,P10254|Vr3-Y01 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10256,P10256|Vr3-Q02 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10257,P10257|Vr3-Q02 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10259,P10259|Vr3-E02 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10261,P10261|Vr3-DPP02 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10262,P10262|Vr3-DPP02 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10263,P10263|Vr3-SP01 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10265,P10265|Bt3-I01 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10266,P10266|Ba6.12|Conus bayani|Precursor|conotoxin|U superfamily||VI/VII|nucleic acid level,Conus bayani,Precursor,conotoxin,U superfamily,,VI/VII,nucleic acid level
P10274,P10274|Bt3-MP03 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10276,P10276|Cp3-H01 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10278,P10278|Cp3-Y01 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10280,P10280|Ts3-Y01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10282,P10282|Cp3-Y02 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10283,P10283|Ts3-Y01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10285,P10285|Ts3-5-Y01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10287,P10287|Eb3-Y01 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10289,P10289|Eb3-S01 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10290,P10290|Eb3-S01 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10291,P10291|Eb3-S01 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10292,P10292|Eb3-S01 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10294,P10294|Cp3-S01 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10296,P10296|Co3-M01 precursor|Conus coronatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus coronatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10297,P10297| Ec3-DA05|Conus emaciatus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10298,P10298|Ec3-DA05 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10300,P10300|Tr3-YH01 precursor|Conus terebra|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus terebra,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10302,P10302|Tr3-YH03 precursor|Conus terebra|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus terebra,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10303,P10303|S3-L01 precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10304,P10304|Tx3-L02 precursor|Conus textile|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus textile,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10305,P10305|Tx3-L03 precursor|Conus textile|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus textile,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10307,P10307|Lv3-V01 precursor|Conus lividus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus lividus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10309,P10309|Bt3-F02 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10310,P10310|Tr3-YH01 precursor|Conus terebra|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus terebra,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10312,P10312|Ts3-T01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10314,P10314|Bt3-E01 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10315,P10315|Bt3-T01 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10317,P10317|Mi3-I01 precursor|Conus miles|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10319,P10319|Cp3-4-K01 precursor|Conus capitaneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10320,P10320|Lv3-YH01 precursor|Conus lividus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus lividus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10322,P10322|Ec3-YDG01 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10324,P10324|Ts3-G01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10325,P10325|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10326,P10326|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10327,P10327|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10328,P10328|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10329,P10329|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10330,P10330|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10331,P10331|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10333,P10333|Mi4-VRS01 precursor|Conus miles|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10335,P10335|Rt3-T04 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10337,P10337|Rt3-E04 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10339,P10339|Ts3-VP01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10341,P10341|Ts3-IP01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10342,P10342|Co3-MGK01 precursor|Conus coronatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus coronatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10345,P10345|Ts3-VP01 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10347,P10347|Ca3-IP04 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10349,P10349|Mi2-DD03 precursor|Conus miles|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10350,P10350|Vr3-VP06 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10352,P10352|Lt3-VP01 precursor|Conus litteratus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus litteratus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10353,P10353|Bt3-VP03 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10356,P10356|Ts3-GMAR03 precursor|Conus tessulatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10357,P10357|S3-G02 precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10358,P10358|SIIIB precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
