mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P08536,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,10.036326,-0.5788115,5.1255293,-1.3081745,-1.6936028,-0.36865085,
P08537,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.593384,13.326948,4.663164,-0.17218123,0.8802605,-1.703964,
P08538,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.442136,-0.030148858,5.159608,-1.1193811,-1.4435269,-0.3310782,
P08539,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,8.450957,11.775824,4.9749346,0.17582971,0.16461624,-1.4097548,
P08540,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.631528,-0.2845213,5.430258,-1.4291825,-1.5020986,-0.27926,
P08541,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.866673,-0.16707061,4.6444583,-0.8316122,-1.5632546,-0.29691797,
P08542,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,8.959987,10.581985,4.6076894,0.9786531,-0.029166477,-0.7740631,
P08543,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.856419,-0.45030266,5.4822206,-1.4635675,-1.600759,-0.26253542,
P08544,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,10.705083,-0.72651154,5.1381845,-1.1769946,-1.8052785,-0.50868917,
P08545,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.1238365,11.930685,5.5745916,0.2883495,0.5476125,-1.5008295,
P08546,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,9.841868,-0.15382062,5.015485,-0.959188,-1.6485032,-0.34857938,
P08547,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.546023,13.204457,4.623651,-0.2281042,0.94946885,-1.6158179,
P08548,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,9.69423,-0.007926257,4.828271,-0.7493185,-1.5648066,-0.29218718,
P08549,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.631308,12.611092,5.003244,0.2768641,0.5110558,-1.4787992,
P08550,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,9.801867,0.09759653,4.613879,-0.68269765,-1.6233382,-0.37120265,
P08551,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.5666065,12.504674,5.314703,0.18085569,0.71444285,-1.6178107,
P08552,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.884493,-0.6365808,5.358719,-1.1750063,-1.686404,-0.25670442,
P08553,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,8.404133,11.814178,4.997163,0.21427025,0.30892518,-1.3156208,
P08554,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,10.14694,2.4467459,3.9161277,0.33781317,-1.427337,0.020438505,
P08555,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.199263,10.762632,5.240339,0.64231366,0.54255646,-1.0722393,
P08556,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.403364,0.79420495,6.8542423,-0.846355,-1.5547678,-0.21288772,
P08557,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,11.302885,6.3443017,4.567395,2.0089715,-0.044675555,0.15907414,
P08558,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.312604,0.19286405,6.332539,-1.4711863,-1.3757796,0.003011359,
P08559,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,10.97626,6.299043,4.614998,1.7072549,-0.074746,0.22879498,
P08560,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,10.629675,-1.2537527,5.3039255,-1.4798932,-1.5706971,-0.67984176,
P08561,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,10.236953,-1.0363783,5.5349994,-1.5593436,-1.5223614,-0.41991124,
P08562,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,10.023348,-0.8999929,5.4563265,-1.3702652,-1.6347727,-0.42248878,
P08563,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.447429,12.733453,4.9130387,0.1393095,0.7269535,-1.5819592,
P08564,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,10.448737,-1.8132305,5.189117,-1.6702718,-1.5760868,-0.19924551,
P08565,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.4658165,12.049553,5.281833,0.122717686,0.47105405,-1.4455241,
P08566,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,9.316156,-0.07337516,6.7808805,-1.0618387,-1.5086511,-0.14049082,
P08567,Conus regius,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,7.752519,11.591297,5.6045833,0.28868175,0.60315996,-1.3659792,
P08568,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,11.245265,-2.1407814,5.4014626,-1.7228231,-1.7137606,-0.16805367,
P08569,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.375214,11.792531,5.3945465,0.4692706,0.3594402,-1.3366418,
P08570,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,9.092287,0.25980616,6.064407,-1.1673778,-1.4971101,0.058212444,
P08571,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.36719,11.987677,5.027027,0.4666671,0.5962661,-1.3597895,
P08572,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.812111,-0.46562052,5.6300783,-1.1678476,-1.5205795,-0.38649195,
P08573,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,9.156645,-0.013430637,5.657373,-0.9781824,-1.6120503,-0.22200271,
P08574,Conus ermineus,Wild type,conantokin,B1 superfamily,NA,NA,nucleic acid level,13.804186,8.444862,5.7134867,1.7263603,0.3299696,-0.44839266,
P08575,Conus vexillum,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.5093293,9.883502,3.7138307,-0.24829967,0.85978013,-0.6608442,
P08576,Conus vexillum,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.559097,5.6059384,1.2636808,-0.24408166,-0.10552408,0.8608055,
P08577,Conus varius,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.4787693,9.823617,3.9751089,0.15257712,0.6455071,-0.837288,
P08578,Conus varius,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.366469,5.3751435,2.2774148,0.49018148,-0.41704193,0.24393542,
P08580,Conus miliaris,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.509378,5.702134,1.98959,0.45472854,-0.19437249,0.43674338,
P08581,Conus miliaris,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.625219,9.811972,3.7478955,0.14797807,0.65696466,-0.91075927,
P08582,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.4382324,10.050289,3.6929438,0.10621479,0.7916422,-0.76706916,
P08583,Conus ebraeus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.686973,5.576358,1.6495132,0.44934893,-0.25257584,0.55257195,
P08584,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.493853,9.93013,3.6426997,0.19256039,0.7864501,-0.73552567,
P08585,Conus ebraeus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.712817,5.393485,1.8584732,0.70834666,-0.17773084,0.964368,
P08586,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.6022162,9.921514,3.747535,0.15226534,0.7393258,-0.80187505,
P08587,Conus ebraeus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.509755,5.536448,1.6993965,0.26173976,-0.26682687,0.4383528,
P08588,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.4800205,10.018604,3.742131,0.1876277,0.8283564,-0.7216146,
P08589,Conus ebraeus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.763195,5.40566,1.8654844,0.6234318,-0.106740244,0.8375918,
P08590,Conus miliaris,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.5992785,9.837411,3.8618186,0.14068738,0.663641,-0.81201804,
P08591,Conus miliaris,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.401241,5.484299,1.8078794,0.28788033,-0.2559271,0.5053653,
P08592,Conus distans,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.412279,9.973964,3.8357327,-0.32227093,0.8489448,-0.9873428,
P08593,Conus distans,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.183562,5.7045302,1.2506859,-0.4219403,0.021308552,0.5236455,
P08594,Conus distans,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.3051925,9.916086,3.7589974,-0.35301736,0.8626912,-0.9881622,
P08595,Conus distans,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.318836,5.595209,1.314093,-0.3336607,0.007659828,0.5501036,
P08596,Conus planorbis,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.2170196,10.0684595,3.7435653,-0.1656765,0.9115479,-0.8321058,
P08597,Conus planorbis,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.228921,5.702178,1.1115667,-0.4510116,0.03465118,0.31481767,
P08598,Conus flavidus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.352203,9.966638,3.6442006,-0.4699927,0.9365562,-0.7320307,
P08599,Conus flavidus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.444898,5.741087,1.1501182,-0.33798656,0.102465376,0.62097657,
P08600,Conus flavidus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.38584,10.064531,3.7994487,-0.3994009,0.87438506,-0.69153905,
P08601,Conus flavidus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.52215,5.653936,1.3486695,-0.029511498,-0.0054951995,0.7479145,
P08602,Conus sanguinolentus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.581045,10.031852,3.7924001,-0.03429271,0.6167181,-0.79525816,
P08603,Conus sanguinolentus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.3513365,5.3993936,1.7759488,0.3177184,-0.31819117,0.52656424,
P08604,Conus rattus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,7.3874645,9.828462,3.7293644,0.037439104,0.8139352,-0.6466044,
P08605,Conus rattus,Wild type,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.354465,5.780483,1.2922063,-0.16956095,0.08059085,0.51297456,
P08608,Conus catus,Wild type,conotoxin,M superfamily,NA,III,protein level,11.8486595,4.3504033,5.237696,1.8738717,-1.1129029,0.7312655,
P08609,Conus catus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,9.26632,0.95086455,5.0295343,-0.556054,-1.5292397,-0.28056008,
P08610,Conus catus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,10.240559,5.642142,5.3090253,2.1235008,-0.09308256,0.3223918,
P08611,Conus catus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,10.555914,5.7064905,5.1151743,2.3560736,0.14762631,0.71916103,
P08612,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.661722,4.8020077,5.650607,2.0269694,-0.4946481,0.48836458,
P08613,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.47487,4.564523,5.675039,1.9395621,-0.5861544,0.7970609,
P08614,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.521058,4.486422,5.7269754,1.9114859,-0.56988263,0.6058522,
P08617,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.337554,4.865885,5.69661,1.8111216,-0.52276367,0.3967984,
P08618,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.9660845,5.425575,5.267897,1.7213607,-0.5318224,0.38468862,
P08619,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.705425,5.474182,5.5719156,1.5442234,-0.40328035,0.12780158,
P08620,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.574533,5.511229,5.7498975,1.4206803,-0.37313163,0.07990151,
P08621,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.852879,5.4619193,5.489814,1.6913209,-0.47856078,0.3285658,
P08622,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.912897,5.7799115,5.30566,2.3738227,-0.18602075,0.6730053,
P08623,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.1312895,4.981617,5.073284,1.4518167,-0.74421877,0.45825607,
P08624,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.890907,5.5335298,5.449656,1.7324864,-0.44787285,0.31060752,
P08625,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.623307,5.7543416,5.8157783,1.3812165,-0.28237474,0.07604092,
P08626,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.549289,5.7653503,5.819711,1.2635531,-0.24554846,-0.11060682,
P08627,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.705135,5.73143,5.7338414,1.3847089,-0.24887621,0.101602405,
P08628,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.496944,5.4830627,5.8691497,1.4104187,-0.2834535,0.06339851,
P08629,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.66347,5.5013404,5.6355143,1.5159076,-0.40888584,0.26880714,
P08630,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,10.486607,5.9060917,5.4072156,2.0580351,-0.0081215175,0.16625468,
P08631,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.096413,5.5272555,5.253711,1.9247851,-0.4648396,0.54485506,
P08632,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,10.800385,5.822658,5.20512,2.332759,0.16703157,0.8654143,
P08633,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.833258,5.5203047,5.626319,1.6544273,-0.3562863,0.23122725,
P08634,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.312497,5.5462756,5.4643435,2.1153927,-0.44721323,0.5532881,
P08635,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.725027,5.6902122,5.6826086,1.6814145,-0.34595987,0.29060367,
P08636,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.00104,5.5415626,5.3577847,1.9044789,-0.51336974,0.5319454,
P08637,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,11.111872,5.8855834,5.1181498,2.4986234,0.21117096,1.1384372,
P08638,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.391278,5.5369515,5.1488233,2.056707,-0.49076682,0.610823,
P08639,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.387692,5.527541,5.2799697,2.126854,-0.426307,0.54312384,
P08640,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.254391,5.5789003,5.240346,1.9000643,-0.4155616,0.41532454,
P08641,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.827158,5.584304,5.682195,1.7227466,-0.3398633,0.25160417,
P08642,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.723414,5.556321,5.640497,1.6364001,-0.397132,0.24007143,
P08643,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.981726,5.6165004,5.5528674,1.8200672,-0.28502598,0.37768584,
P08644,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.351976,5.7548943,5.44798,2.2871764,-0.11845831,0.6916952,
P08645,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.51218,5.1892366,4.9443493,1.8058437,-0.6768005,0.727481,
P08646,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.6299305,5.7891126,5.82447,1.326781,-0.17193927,0.098513596,
P08647,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,10.543665,5.8915505,5.465247,2.0561154,0.14011909,0.43531132,
P08648,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.785916,5.7297683,5.71674,1.7490969,-0.3008109,0.39701062,
P08649,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.724334,5.6622295,5.8041987,1.6634952,-0.2361857,0.3093945,
P08650,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.023162,5.7620087,5.589478,2.0479958,-0.30461642,0.6212037,
P08651,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,10.805125,5.741628,5.275095,2.306798,0.17240943,0.8154972,
P08652,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.7216,5.9102077,5.8140974,1.6763248,-0.29398733,0.3392007,
P08653,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.954991,5.8083496,5.6333585,1.8884227,-0.27705052,0.42853355,
P08654,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.767828,5.7651196,5.842431,1.7205203,-0.23249881,0.3183476,
P08655,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,12.382919,6.173259,6.4487753,2.5984235,0.27172077,0.25236222,
P08656,Conus catus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,12.609213,6.2287145,6.177247,2.7502253,0.3049356,0.51972616,
P08657,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.941111,7.7031455,-3.8964305,-1.6679342,0.3010906,0.91486305,
P08658,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.676409,7.5284843,-4.189268,-1.7713108,0.47442323,0.8782937,
P08659,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.717448,7.6238456,-0.67306006,-1.3237773,0.60958546,0.53900677,
P08660,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.841653,7.6571283,-0.46789464,-0.92003965,0.6190719,0.38072732,
P08661,Conus catus,Wild type,conotoxin,O2 superfamily,NA,NA,nucleic acid level,12.6954775,6.2933707,4.830999,3.0262442,0.15780039,1.3182569,
P08662,Conus catus,Wild type,conotoxin,O2 superfamily,NA,NA,nucleic acid level,10.82681,6.354026,5.280401,1.9078151,-0.24853043,0.006418843,
P08663,Conus catus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,8.932155,5.817051,-1.9208966,-1.0354532,0.5188496,0.7721959,
P08664,Conus catus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,8.084937,5.539072,-1.5227973,-0.77942014,0.72048676,0.82294434,
P08665,Conus catus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,8.713216,5.682657,-1.4798787,-0.69063294,0.54967403,0.64150536,
P08666,Conus catus,Wild type,conotoxin,S superfamily,NA,VIII,nucleic acid level,8.923787,4.6258335,2.4149275,0.4920937,-0.62790203,0.010938759,
P08667,Conus catus,Wild type,conotoxin,S superfamily,NA,VIII,nucleic acid level,8.927885,4.6581793,2.6133742,0.56511706,-0.59333223,0.08996355,
P08668,Conus catus,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,11.183903,3.6560485,4.593949,1.0013027,-1.4259019,0.73444116,
P08669,Conus catus,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,9.512242,1.8024939,2.75832,-0.096691005,-0.8006447,-0.4032504,
P08670,Conus catus,Wild type,conotoxin,I1 superfamily,NA,XXII,nucleic acid level,10.87145,7.088037,3.8896008,2.147599,0.17475429,1.4800271,
P08671,Conus catus,Wild type,conotoxin,I1 superfamily,NA,XXII,nucleic acid level,10.58166,6.7890663,3.9698293,2.0680017,0.0032318959,0.9934639,
P08672,Conus catus,Wild type,conkunitzin,NA,NA,NA,nucleic acid level,1.5819496,9.002221,3.6754181,-1.2377093,1.4064505,0.23836073,
P08673,Conus catus,Wild type,unclassified,NA,NA,NA,nucleic acid level,12.743197,10.338498,7.7742624,0.8117948,0.8783984,-1.1796968,
P08674,Conus catus,Wild type,unclassified,NA,NA,NA,nucleic acid level,12.657514,10.311363,7.7088165,0.7546463,0.8847912,-1.2058444,
P08675,Conus catus,Wild type,conotoxin,Y superfamily,NA,VI/VII,nucleic acid level,9.05659,6.8894734,-0.62291944,-0.7020427,0.37771034,0.5256803,
P08676,Conus catus,Wild type,contulakin,NA,NA,NA,nucleic acid level,12.334361,5.9241257,6.627544,2.369087,0.13538381,0.17086965,
P08677,Conus catus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,10.802663,6.7032814,-1.6716471,-0.5227764,0.61596984,0.3885625,
P08678,Conus catus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,10.755733,6.88363,-1.6890644,-0.7253414,0.51129895,0.116190165,
P08679,Conus anabathrum,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.122757,10.81726,5.4834323,0.46580648,0.959078,-1.332652,
P08680,Conus amadis,Wild type,conotoxin,NA,NA,VI/VII,protein level,9.7500925,3.240681,3.2053509,0.2787658,-1.0330119,0.42576808,
P08682,Profundiconus cf. vaubani,Precursor,conotoxin,NA,NA,IX,nucleic acid level,8.454111,8.949616,5.0165987,0.7042851,0.52915776,-0.81650186,
P08683,Profundiconus cf. vaubani,Wild type,conotoxin,NA,NA,IX,nucleic acid level,12.591864,6.2204785,4.400539,2.6606238,0.16472551,1.3222104,
P08684,Profundiconus neocaledonicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,8.50394,8.862628,4.8778625,0.68195665,0.4009254,-0.9271387,
